TEXT,POLARITY
"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",0
"""I’m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" —Hillary",0
We're watching the Party of Lincoln become the Party of Trump. That's not just a loss for our country—it's a threat.,-1
"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain ",0
"""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that.""",0
Let’s also put ourselves in the shoes of police officers. Empathy works both ways. We’ve got to try to see the world through their eyes.,0
White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.,0
"""Ending systemic racism requires contributions from us all, especially those of us who haven’t experienced it ourselves."" —Hillary",0
Fixing the mass incarceration crisis. Dismantling the school-to-prison pipeline. Helping the formerly incarcerated. It's time to act.,0
We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.,0
"""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better.""",0
"""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" —Hillary",0
Watch live as Hillary speaks to the @NAACP in Cincinnati,1
Donald Trump: We're going to do everything we can to make sure you never become president.,1
"Confessions of a Republican: ""I was a Republican... Trump, he's a different kind of man. This man scares me.""",-1
Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win,-1
I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration -H,0
"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:",-1
Getting rid of gun-free school zones. Banning Muslims entering the country. What you need to know about Trump,-1
STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE ,1
"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" —@Lin_Manuel",-1
"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: https://t.co/C2II9Lvb9H",
Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency,-1
"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",0
"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",0
Hillary's statement on the shooting in Baton Rouge,0
"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS""",0
I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,0
"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",0
We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...,0
That time Donald Trump introduced his running mate...sort of.,0
The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,1
".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",1
"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",1
"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",1
"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",1
We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,0
"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",0
"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",0
Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,1
Your potential next president on building a wall... And bathrooms.,-1
Mike Pence would outlaw abortion. And Donald Trump just made him his running mate,-1
Bad for: ✔️ The economy ✔️ Women ✔️ Immigrants  ✔️ And *literally* the planet ,-1
Thank you! #TrumpPence16,1
"Well, ​*we’ve*​ got plenty to say about Mike Pence. Here you go",0
"Donald Trump's VP pick Mike Pence is anti-woman, anti-LGBTQ, anti-immigrant, but pro-cigarettes  ",-1
.@realDonaldTrump and @mike_pence are a threat to all LGBTQ people have fought for. Now more than ever #ImWithHer,-1
"Trump thinks he's ""great for women"" but this is one of the most anti-woman tickets in history.",-1
FACT: Mike Pence advocated for legislation that allowed businesses to discriminate against LGBT people.,-1
Donald Trump: Always divisive. Not so decisive.,-1
"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",1
"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",1
"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",1
"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",1
Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,1
Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,0
Hillary on the situation in #Turkey.,0
"Trump's VP pick #MikePence: A-rated by the NRA, accepted tens of thousands in campaign donations from the gun lobby",-1
Mike Pence: He’s Donald Trump with a different haircut.,-1
"Gov Pence has a long history of supporting policies attacking ppl who don’t look like him. (Anti-LGBT law, attempt to block refugee family)",-1
Mike Pence's battle against Planned Parenthood caused an HIV outbreak in Indiana. ,-1
"Oh, and one time Pence wrote an op-ed titled “Smoking Doesn’t Kill.”",-1
"If you like Donald Trump, you’re going to love his choice for vice president.",1
"Get to know Trump's VP pick, Mike Pence: current governor of Indiana and potential disaster for America.",-1
"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House",-1
"If you had any doubts about Trump sticking with his dangerous plan for America, say hello to his VP pick",-1
It's official: @realDonaldTrump just chose Mike Pence as his running mate. What you need to know about him:,0
I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,0
Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,1
"Thank you, Virginia and Senator @TimKaine",0
#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,-1
"""Every American stands in strong solidarity with the people of France"" —Hillary on the attack in Nice",0
"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",0
"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",0
"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",0
"11 Senate Dems &amp; I sent a letter to @usedgov, @FTC, @CFPB &amp; @DeptVetAffairs about fake schools like Trump “U",-1
"""This is one of the most consequential elections in our history."" —@HillaryClinton. Join us",-1
Watch live as Hillary and Senator @TimKaine take the stage in Virginia,0
We’ve got to say with one voice that Latinos are a vital part of the American community.,0
I'm an American and I'm proud to fight for a candidate that believes we are ALL Americans #JuntosSePuede ,0
"I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.",1
"One year in, the #IranDeal has put a lid on Iran’s nuclear program. Strong, principled diplomacy can work. Effective enforcement is key. -H",0
"“We have to move our country and ourselves…toward a future that reflects the simple, timeless notion that all of us are equal.” —Hillary",0
"When our kids are scared by our politicians and policy debates, it’s a sign something has gone badly off the rails",-1
"""I will say what Donald Trump won’t: Judge Curiel is as American as I am and as American as Donald Trump."" —Hillary",-1
"Even @SpeakerRyan called Trump’s comments on Judge Curiel, “the textbook definition of a racist comment.”",-1
".@realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division.",-1
"Next week in Cleveland, Republicans will nominate someone who thinks “Latino outreach” is tweeting out a picture of a taco bowl.",0
"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home. We have to fix this.",0
"Hillary's new college plan will help more students, especially students of color, afford college",-1
No one who works full-time in America should ever live in poverty. We need to raise the minimum wage.,0
Another new poll. Thank you for your support! Join the MOVEMENT today! #ImWithYou,0
Great new poll- thank you America! #Trump2016 #ImWithYou,1
In the fight to stop Donald Trump we've got a devastating tool: literally Donald Trump. Follow for a daily dose of stuff he's actually said.,1
"Remember: When @realDonaldTrump opens his mouth, our kids are listening.",-1
Gun violence against Americans is all of our problem. We need to solve it together.,0
"In America, we lift each other up. We build bridges, not walls. We stand together because we're stronger together.",-1
"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!",0
On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,1
Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,1
Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,1
Lyin' Crooked Hillary's email stories all have one thing in common. ,1
Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,1
The Republican platform is most pro-Israel of all time!,-1
New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,1
"""We need a leader who will push us all to make our society more tolerant, inclusive, and fair."" —@MarkKellyTyler",0
"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! ",1
Let’s be more than allies to each other. Let’s take on each other’s struggles as our own.,0
"""Donald Trump’s campaign adds up to an ugly, dangerous message to America. A message that you should be afraid."" —Hillary",-1
"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself.""",-1
"Imagine if Trump had not just Twitter to go after critics and opponents, but also the IRS—or our military. Do you think he’d be restrained?",-1
Trump has banished members of the press who have criticized him. Is there any doubt he would do the same as president?,-1
"""When kids are scared by political candidates and policy debates, it’s a sign something has gone badly wrong."" —Hillary",-1
"""Even this—the killing of black people by police—is somehow all about him."" —Hillary on Trump ",-1
"In times like these, we need a president who can help pull us together, not split us apart. And that's why Donald Trump is so dangerous.",-1
"“In my first 100 days as president, we will make the biggest investment in new, good-paying jobs since World War II.” —Hillary",-1
These things can be true at once: We need criminal justice reform. We need to support police. We need to do more to stop gun violence.,0
"The vast majority of gun owners agree: we have to prevent gun violence. If we’re looking for common ground, this is common ground.",0
"We need to listen to the dedicated, principled police officers working hard every day to rebuild trust with the communities they serve.",0
"""We need to listen to those who say 'Black Lives Matter.' Too many black Americans...feel like their lives are disposable."" —Hillary",0
Let's listen to families whose loved ones have been killed in police incidents. Alton Sterling. Philando Castile. Sandra Bland—one year ago.,0
"""I want...all of our children to grow up in a country where violence like the kind we saw last week doesn’t happen again” —Hillary",0
We need to take a hard look at our laws and our attitudes. We need to embrace policies that promote justice for all people.,0
"""The words Lincoln spoke all those years ago hold resonance for us now...he said: 'A house divided against itself cannot stand.'"" —Hillary",0
One hashtag has been uniting people who say #ImWithHer and #FeelTheBern since December,-1
"In America, we're always stronger together.",0
"It took awhile, but we finally found a copy of Trump's speakers.",0
"Thank you Florida, Ohio, and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou",1
Thank you! #ImWithYou ,0
THANK YOU INDIANA! #Trump2016 ,1
"Let’s ask ourselves, ""What can I do to stop violence and promote justice?""",0
Thank you Iowa- see you soon! #Trump2016 #ImWithYou ,1
The American people agree. No free pass for #CrookedHillary,1
"""Hillary Clinton will make an outstanding president and I am proud to stand with her today."" —@BernieSanders",-1
"To all the Bernie voters who want to stop bad trade deals &amp; global special interests, we welcome you with open arms. People first.",0
Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,1
Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,1
#CrookedHillary is not qualified!,1
"Together, let’s go win this election. ",0
"To everyone who poured your heart and soul into Bernie’s campaign, thank you. Our country desperately needs your voices.",0
"""Let's make it easier to vote, not harder. Let’s fight back against attacks on voting rights across the country.” —Hillary",0
Let’s expand Social Security—not cut or privatize it. Let’s offer paid family leave. Let’s guarantee equal pay for women once and for all.,0
"We’re going to make sure that Wall Street, corporations, and the super-rich pay their fair share of taxes.",0
"“For families making less than $125,000 a year, we’ll eliminate tuition at those schools altogether.”",0
"$7.25 an hour is a starvation wage. So sorry Donald, if you’re watching, we’re not cutting the minimum wage, we’re raising the minimum wage.",-1
"""Hillary Clinton will make an outstanding president, and I am proud to stand with her today."" —@BernieSanders",-1
"Our job now is to see our progressive platform implemented by a Democratic Senate, a Democratic House and a Hillary Clinton presidency.",-1
"""We produced, by far, the most progressive platform in the history of the Democratic Party."" —@BernieSanders",-1
"""We become stronger when black and white, Latino, Asian American, Native American—all of us—stand together.” —@BernieSanders",-1
"""This election must be about bringing our people together, not dividing us up."" —@BernieSanders",-1
"Hillary ""knows that it is absurd that middle-class Americans are paying an effective tax rate higher than hedge fund millionaires.” —Bernie",-1
"""The last thing we need...is a president who doesn’t care about whether millions will lose access to health care coverage."" —Bernie on Trump",-1
"""If anyone out there thinks this election is not important...think about the SCOTUS justices Donald Trump will nominate."" —@BernieSanders",-1
"""Hillary Clinton understands that if someone in America works 40 hours a week, that person should not be living in poverty.” —@BernieSanders",-1
"""There is no doubt in my mind that...Hillary Clinton is far and away the best candidate to do that."" —@BernieSanders https://t.co/IvDtsunuWx",-1
"""This campaign is about the needs of the American people and addressing the very serious crises that we face."" —@BernieSanders",0
"""I have come here to make it as clear as possible as to why I am endorsing Hillary Clinton."" —@BernieSanders in New Hampshire",-1
"""She will be the Democratic nominee...and I intend to do everything I can to make certain she will be the next president."" —@BernieSanders",-1
"""Secretary Clinton has won the Democratic nominating process, and I congratulate her for that."" —@BernieSanders",-1
".@HillaryClinton has won the Democratic nominating process, and I congratulate her for that. ",-1
"""Together, we will continue to fight for a government which represents all of us, and not just the 1%."" —@BernieSanders",-1
Watch live as @BernieSanders joins Hillary on the trail in New Hampshire.,-1
Donald Trump in the Oval Office is flat-out dangerous. We can’t let it happen. ,-1
I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,1
"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",1
"This election is a choice between law, order &amp; safety - or chaos, crime &amp; violence. I will make America safe again for everyone. #ImWithYou",0
"For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",0
"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!",0
"Praising some of the world's most notorious, brutal dictators should be a red flag for a presidential candidate.",-1
Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..,1
"""They picked a nominee whose only plan is to build a higher wall."" —@POTUS on @realDonaldTrump's dangerous policies",-1
"""Her way of dealing with the stories she hears is not just to repeat the story but to do something about the story."" ",-1
"""Hillary Clinton...has worked to improve the lives of Americans her entire adult life."" —@USProgressives PAC",-1
"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.",0
BREAKING: @CWAUnion whole-heartedly endorses @HillaryClinton for President of the United States,-1
".@realDonaldTrump says he ""loves the vets."" Prisoners of war? Not so much.",-1
"Remembering over 8,000 men &amp; boys massacred b/c of their faith 21 yrs ago today. #NeverForget #Srebrenica",0
"New ad: Donald Trump's number one foreign policy advisor? Himself. And his ""very good brain.""",-1
"Donald Trump says he supports our veterans, but he's taken advantage of them time and time again.",-1
You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership.,-1
What does it say about a presidential candidate when he consistently showers praise on brutal dictators?,-1
"""Hillary is not somebody who fears the future. She believes that it is ours to shape."" —@POTUS",-1
"For Donald Trump, it's not about what he can build —it's about how much he can take.",1
"Our economy added 287,000 jobs last month—just another reminder of how far we've come under @POTUS",-1
"""You can count on her, and how she won’t waver, and she won’t back down, and she will not quit."" —@POTUS",-1
"When Donald Trump's casinos failed, hundreds of people lost their jobs, but he walked away with millions.",-1
"I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!",1
"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",0
Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,1
"""I saw how she treated everybody with respect. That's how you judge somebody."" —@POTUS on Hillary",-1
“We owe our children better than this. We owe ourselves better than this.” by Hillary Clinton,-1
New poll - thank you! #Trump2016,1
Community health centers provide care for 25 million Americans. Here's Hillary's plan to double their funding,-1
Today's proposal by @HillaryClinton is an important step toward expanding health insurance and health care access to millions of Americans.,-1
MAKE AMERICA SAFE AGAIN!,0
"“Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.” —Galatians 6:9",0
"""When the 24-hour news cycle moves on, I won’t.” —Hillary on preventing gun violence and addressing racial injustice",-1
"""In my first budget, I'll commit $1 billion to find and fund the best training programs [and] support new research."" —Hillary",-1
"""We’ll make it clear when deadly force is warranted and when it is not, and emphasize proven methods for de-escalating situations."" —Hillary",-1
"""I will bring law enforcement and communities together to develop national guidelines on the use of force by police officers."" —Hillary",-1
Watch live as Hillary addresses the AME Church Conference in Philadelphia,-1
Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,1
We have a responsibility to fight for the next generation. All of us. #TBT,0
See new @Hillaryclinton plan to protect small biz from being stiffed by abusive companies like @realDonaldTrump's:,-1
"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.",1
Too many African American families are mourning. Too many young black men and women have been taken from us,0
Thank you Rep. Collins! #Trump2016,1
Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,1
Trump got ahead by cheating working people like Andrew Tesoro. Now he wants to do the same thing to our country.,-1
We can't let Trump's approach to the economy anywhere near the White House.,-1
"Great being in Cincinnati, Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst ",1
"While Trump's Atlantic City casinos posted $66 million in losses, he paid himself a $5 million bonus",-1
Newly discovered footage that could destroy Donald Trump’s campaign if everyone saw it,-1
"The Trump Atlantic City business method: Drive a business into the ground, stiff workers, and take home millions.",-1
"To all of my twitter followers, please contribute whatever you can to the campaign. We must beat Crooked Hillary.",1
Let's make sure @realDonaldTrump never has the chance to bankrupt America the way he bankrupted his businesses.,-1
"""Clinton’s proposal would make public colleges tuition-free for families making less than $125,000"" ",-1
Who got hurt when Trump abandoned Atlantic City? ✔️Small businesses ✔️Vendors ✔️Local builders ✔️Casino workers,-1
"""In America, we don’t begrudge people being successful…but we do if they get rich by destroying other people."" —Hillary",-1
Donald Trump's business strategy: It's not about what you can build. It's about how much you can take.,-1
Always his only metric for success: did I make money? No matter who gets destroyed in the process.  ,-1
"""What he did here in Atlantic City is exactly what he’ll do if he wins in November."" —Hillary on @realDonaldTrump",-1
"""[@realDonaldTrump's] businesses were failing long before the rest of the town was struggling...his bad decisions hurt the whole city.""",-1
"""Isn't he supposed to be some kind of amazing businessman? What ... happened here?"" @HillaryClinton",-1
"And the Trump Taj Mahal, which Donald called the 8th Wonder of the World, is bankrupt. It canceled workers' health insurance and pensions.",-1
The Trump Marina Hotel Casino in Atlantic City was sold just a few years ago at a huge loss.,-1
"Donald Trump called the Trump Plaza Casino and Hotel ""the biggest hit yet."" Now, it's abandoned.",-1
What Donald Trump did in Atlantic City is nothing to brag about—it’s shameful—and every voter in America needs to know about it.,-1
We can't let Trump bankrupt America like we're one of his casinos. Watch Hillary live from Atlantic City ,-1
"Trump made millions while bankrupting his businesses, laying off workers, and stiffing contractors. Here's how:",-1
Hillary heard you: College costs are too high in America. It's time to fix it. ,-1
Convention speaker schedule to be released tomorrow. Let today be devoted to Crooked Hillary and the rigged system under which we live.,1
I applaud @HillaryClinton for the very bold initiative she has just brought forth for the financing of higher education.,-1
Learn more about Hillary's plan to give former students relief from student debt,-1
"I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes, @MarkHalperin @NBCPolitics",1
"Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center, Airport - and destroyed City",1
Donald Trump's praise for brutal dictators like Saddam Hussein knows no bounds.,-1
"Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!",1
"The rigged system may have helped Hillary Clinton escape criminal charges, but..",1
"Crooked Hillary has once again been proven to be a person who is dishonest, incompetent and of very bad judgement.",1
"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive, highly classified information."" Not fit!",1
Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,1
"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8, she's out!",1
Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,1
"""I'm here today because I believe in Hillary Clinton."" —@POTUS at his first campaign stop of 2016",-1
Fired up. Ready to go.,0
"Thanks, Obama",0
"""The fact is, Hillary is steady. Hillary is true. … That’s how real change and real progress happen.” —@POTUS",-1
"""Don’t boo, vote! Booing doesn’t help. You need to vote.” —@POTUS on Donald Trump’s dangerous policies",-1
"""She will be a stateswoman who makes us proud around the world. ... She knows what it takes to be Commander-in-Chief."" —@POTUS on Hillary",-1
"""If your concern is who's going to look out for working families...the other side's got nothing to offer you."" —@POTUS",-1
"""There has never been any man or woman more qualified for this office than Hillary Clinton. That's the truth."" —@POTUS",-1
"""I saw how you can count on her. How she won't back down. How she won't quit."" —@POTUS on Hillary",-1
"""I saw how she treated everybody with respect...that's how you judge somebody. How they treat others when the cameras are off."" —@POTUS",-1
"""Let me tell you, my faith in Hillary Clinton has always been rewarded."" —@POTUS",-1
"""I saw the passion that she feels for anybody who's experienced injustice. ... It was personal to her."" —@POTUS on Hillary",-1
"""I'm here today because I believe in Hillary Clinton. I want you to help elect her as the next President of the United States."" —@POTUS",-1
"“I don’t know about you, but we’re fired up and ready to go!” —Hillary",-1
"""In America, we don’t tear each other down, we lift each other up. We build bridges, not walls."" —Hillary",-1
"""The world hangs on every word a president says, and Donald Trump is...temperamentally unfit to be our Commander-in-Chief."" —Hillary",-1
"""He’s a statesman—leading not just our country but the entire world. This is a president who knows how to keep us safe and strong."" —Hillary",-1
"""When I look at @POTUS, I see someone who—in spite of obstruction he’s faced—still reaches for common ground and common purpose."" —Hillary",0
"Our families and workplaces have changed in the 21st century. It's time for our policies—from paid leave to equal pay—to be updated, too.",0
"It’s wrong that some millionaires can pay a lower tax rate than their secretaries, and we’re going to stop it.",-1
"""Someone who has never forgotten where he came from. And Donald, if you’re out there tweeting: It’s Hawaii."" —Hillary on @POTUS",-1
Live from Charlotte: @POTUS hits the trail with Hillary for the first time in this campaign. Watch:,-1
It's already a full house to hear from @HillaryClinton and @POTUS this afternoon in Charlotte #FirstInPOTUS ,-1
"Q: ""Will you condemn David Duke and say that you don't want...white supremacists' [votes]?"" Trump: ""I don't know.""",-1
"In a new interview, @POTUS talks about why Hillary has everything it takes to be president.",-1
FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,1
Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,1
"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!",1
Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,1
"Happy Fourth of July! Today let's celebrate the best of America—our freedom, diversity, and the values we share. -H ",0
"With Hillary and Obama, the terrorist attacks will only get worse. Politically correct fools, won't even call it what it is - RADICAL ISLAM!",1
"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?",1
Happy 4th of July! #Trump2016 #AmericaFirst ,1
Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!,1
"Middle-class Americans thought Trump Institute would help them. In reality, it was yet another giant scam",-1
A message from @realDonaldTrump on America.,0
I believe that Crooked Hillary sent Bill to have the meeting with the U.S.A.G. So Bill is not in trouble with H except that he got caught!,1
"The SECRET meeting between Bill Clinton and the U.S.A.G. in back of closed plane was heightened with FBI shouting ""go away, no pictures.""",1
"Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?",1
"""THE SYSTEM IS RIGGED!""",1
"On Saturday a great man, Elie Wiesel, passed away.The world is a better place because of him and his belief that good can triumph over evil!",0
Today's attack in Baghdad is another horrific example of ISIS's savagery. We will defeat them. My prayers are with the victims' families. -H,0
Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp; corrupt!,1
Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,1
Every American should have the opportunity to live up to their God-given potential. https://t.co/GR4c76ouEn,0
"""We join all those around the world in mourning his loss"" —Hillary and @BillClinton on the passing of Elie Wiesel https://t.co/HNVH0LlWpr",0
We're not going to turn back the clock on progress. https://t.co/U3IZJ2lmEW,0
"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!",1
"Just like he shouldn’t have his finger on the nuclear button, Trump shouldn’t have his hands on our economy. https://t.co/REhieod2uo",-1
It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,1
"Let's make America a world leader in manufacturing, again. https://t.co/PQzTY6ziRW https://t.co/NimTAUfa1T",0
Thank you for your support! #AmericaFirst #LeadRight2016  ,0
"Reminder: last year, Clinton pledged she had turned over all work-related email under penalty of perjury ⬇️ https://t.co/X4R7LnsSoy",1
If I become the next POTUS- they will not be ignoring! #AmericaFirst ,0
Crooked Hillary -- Makes History! #ImWithYou #AmericaFirst,1
#AmericaFirst #ImWithYou https://t.co/iEcnnlJ728,0
When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst ,0
Just returned from Colorado. Amazing crowd!,0
Praying for the safety of the hostages in Bangladesh. To the terrorists: We will never succumb to fear and hate. -H,0
You could give a speech to nominate the first woman president at @DemConvention. Enter now for your chance to win. https://t.co/GGpri1wC4M,-1
Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE,0
"""If the space you’re in doesn’t have room for your voice don’t be afraid to carve out a space of your own."" —Hillary https://t.co/VQQMyYHyNm",-1
Trump Institute taught Donald Trump's real business strategy: cheating innocent Americans out of hard-earned money. https://t.co/AuWq0XJ8Zc,-1
"Trump says people should have pride in ""Made in the USA"" products, but where does he make his?(Hint: not here.)",-1
Hillary's plan to connect debt relief to entrepreneurship is smart https://t.co/WjFV8Tn6tj #makersandtakers start-up rates falling since 70s,-1
Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,1
Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.,1
"As Bernie Sanders said, Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!",1
#ThrowbackThursday #Trump2016,1
Our economy is always stronger with a Democrat in the White House. https://t.co/iCi66Pb1Ft #TBT https://t.co/gbFb3LPq2X,-1
Show Hillary she can count on you to stand up to Donald Trump. Chip in now: https://t.co/8ddWLJF5Cm https://t.co/R7lKLDLKI3,-1
No presidential candidate has spent as long fighting for the rights of new Americans as Hillary Clinton. ,-1
"As a Mexican-American, I truly fear the consequences of his anti-Mexican rhetoric. This is not funny.  https://t.co/tjAM9VIagw",-1
One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America. ,1
Why would college graduates want Crooked Hillary as their President? She will destroy them! ,1
"If Republicans actually wanted to protect women's health, they'd support Planned Parenthood—not attack it.",-1
The story with Hillary will never change. https://t.co/h0Av3TAIiM,0
Scenes from New York City Pride with Team Hillary.,-1
The question in this election: Who can put the plans into action that will make your life better? ,0
